Date,Open,High,Low,Close,Adj Close,Volume
2020-08-21,11258.440430,11326.209961,11245.440430,11311.799805,11311.799805,3905670000
2020-08-24,11449.250000,11462.049805,11297.530273,11379.719727,11379.719727,3885880000
2020-08-25,11370.230469,11468.259766,11343.040039,11466.469727,11466.469727,3454500000
2020-08-26,11516.620117,11672.049805,11507.459961,11665.059570,11665.059570,3441550000
2020-08-27,11688.190430,11730.009766,11551.009766,11625.339844,11625.339844,3535800000
2020-08-28,11689.280273,11708.769531,11634.769531,11695.629883,11695.629883,2997810000
2020-08-31,11718.809570,11829.839844,11697.419922,11775.459961,11775.459961,3596980000
2020-09-01,11850.959961,11945.719727,11794.780273,11939.669922,11939.669922,3480780000
2020-09-02,12047.259766,12074.059570,11836.179688,12056.440430,12056.440430,3966140000
2020-09-03,11861.900391,11894.400391,11361.360352,11458.099609,11458.099609,4437500000
2020-09-04,11396.240234,11531.179688,10875.870117,11313.129883,11313.129883,4269190000
2020-09-08,10900.700195,11131.500000,10837.200195,10847.690430,10847.690430,3872230000
2020-09-09,11064.759766,11217.690430,10970.450195,11141.559570,11141.559570,3531780000
2020-09-10,11235.530273,11299.530273,10875.019531,10919.589844,10919.589844,3814100000
2020-09-11,11010.070313,11033.040039,10728.030273,10853.549805,10853.549805,3609190000
2020-09-14,11010.139648,11118.290039,10982.259766,11056.650391,11056.650391,3716820000
2020-09-15,11193.959961,11244.459961,11127.980469,11190.320313,11190.320313,3772820000
2020-09-16,11222.080078,11245.419922,11046.429688,11050.469727,11050.469727,3661710000
2020-09-17,10796.049805,10974.450195,10783.809570,10910.280273,10910.280273,3726750000
2020-09-18,10973.450195,10977.679688,10639.950195,10793.280273,10793.280273,5745690000
2020-09-21,10610.139648,10782.740234,10519.490234,10778.799805,10778.799805,3885200000
2020-09-22,10873.299805,10979.650391,10737.519531,10963.639648,10963.639648,3492020000
2020-09-23,10950.820313,10962.030273,10612.910156,10632.990234,10632.990234,4074600000
2020-09-24,10551.019531,10799.549805,10520.219727,10672.269531,10672.269531,4080730000
2020-09-25,10680.459961,10939.549805,10639.980469,10913.559570,10913.559570,3767230000
2020-09-28,11084.379883,11120.790039,11019.139648,11117.530273,11117.530273,3562900000
2020-09-29,11109.000000,11153.230469,11065.629883,11085.250000,11085.250000,3363870000
2020-09-30,11092.900391,11277.959961,11092.900391,11167.509766,11167.509766,4228200000
2020-10-01,11291.990234,11344.129883,11240.530273,11326.509766,11326.509766,3978100000
2020-10-02,11082.530273,11244.870117,11033.690430,11075.019531,11075.019531,3715090000
2020-10-05,11169.110352,11335.209961,11162.519531,11332.490234,11332.490234,3597940000
2020-10-06,11314.530273,11392.410156,11124.450195,11154.599609,11154.599609,4360550000
2020-10-07,11271.679688,11380.559570,11258.349609,11364.599609,11364.599609,3891460000
2020-10-08,11443.349609,11448.230469,11384.330078,11420.980469,11420.980469,3486530000
2020-10-09,11487.599609,11581.230469,11476.660156,11579.940430,11579.940430,3475620000
2020-10-12,11732.330078,11965.540039,11704.129883,11876.259766,11876.259766,3862990000
2020-10-13,11901.759766,11946.980469,11821.830078,11863.900391,11863.900391,3607730000
2020-10-14,11889.070313,11939.919922,11714.349609,11768.730469,11768.730469,3393010000
2020-10-15,11559.879883,11740.679688,11559.099609,11713.870117,11713.870117,3304490000
2020-10-16,11761.830078,11827.419922,11648.530273,11671.559570,11671.559570,3156270000
2020-10-19,11732.339844,11778.110352,11454.570313,11478.879883,11478.879883,3455430000
2020-10-20,11531.830078,11632.889648,11471.230469,11516.490234,11516.490234,3483200000
2020-10-21,11530.389648,11613.790039,11476.080078,11484.690430,11484.690430,3445520000
2020-10-22,11526.969727,11548.769531,11369.290039,11506.009766,11506.009766,3414590000
2020-10-23,11536.009766,11548.849609,11434.860352,11548.280273,11548.280273,3134240000
2020-10-26,11440.639648,11545.629883,11221.059570,11358.940430,11358.940430,3186950000
2020-10-27,11409.339844,11465.059570,11361.860352,11431.349609,11431.349609,3079530000
2020-10-28,11230.900391,11249.950195,10999.070313,11004.870117,11004.870117,3912580000
2020-10-29,11064.469727,11287.629883,11030.190430,11185.589844,11185.589844,3222460000
2020-10-30,11103.469727,11129.809570,10822.570313,10911.589844,10911.589844,3662840000
2020-11-02,11010.450195,11071.080078,10830.950195,10957.610352,10957.610352,3196720000
2020-11-03,11038.660156,11213.919922,11004.839844,11160.570313,11160.570313,3190710000
2020-11-04,11443.769531,11663.309570,11394.209961,11590.780273,11590.780273,3606820000
2020-11-05,11816.330078,11924.280273,11784.150391,11890.929688,11890.929688,3823380000
2020-11-06,11869.900391,11920.540039,11737.129883,11895.230469,11895.230469,4156030000
2020-11-09,12046.660156,12108.070313,11703.490234,11713.780273,11713.780273,5823620000
2020-11-10,11622.440430,11665.870117,11424.610352,11553.860352,11553.860352,4712950000
2020-11-11,11656.650391,11793.570313,11638.900391,11786.429688,11786.429688,3823270000
2020-11-12,11802.500000,11847.839844,11666.370117,11709.589844,11709.589844,3862690000
2020-11-13,11794.940430,11849.790039,11715.519531,11829.290039,11829.290039,3640680000
2020-11-16,11847.110352,11937.719727,11814.889648,11924.129883,11924.129883,4138920000
2020-11-17,11913.349609,11950.179688,11852.410156,11899.339844,11899.339844,4122770000
2020-11-18,11896.059570,11942.490234,11799.959961,11801.599609,11801.599609,4699160000
2020-11-19,11779.040039,11912.629883,11760.980469,11904.709961,11904.709961,5322580000
2020-11-20,11892.700195,11935.469727,11852.509766,11854.969727,11854.969727,5319340000
2020-11-23,11916.759766,11949.330078,11796.530273,11880.629883,11880.629883,5360830000
2020-11-24,11939.330078,12049.879883,11863.450195,12036.790039,12036.790039,6277790000
2020-11-25,12053.889648,12114.769531,12020.950195,12094.400391,12094.400391,4425030000
2020-11-27,12159.179688,12236.230469,12154.570313,12205.849609,12205.849609,3401890000
2020-11-30,12224.250000,12244.650391,12027.160156,12198.740234,12198.740234,7693430000
2020-12-01,12313.360352,12405.790039,12263.929688,12355.110352,12355.110352,6467180000
2020-12-02,12285.750000,12360.059570,12217.349609,12349.370117,12349.370117,5150820000
2020-12-03,12369.259766,12439.019531,12356.990234,12377.179688,12377.179688,5182100000
2020-12-04,12399.320313,12464.230469,12376.440430,12464.230469,12464.230469,5044210000
2020-12-07,12461.000000,12536.230469,12460.549805,12519.950195,12519.950195,4741690000
2020-12-08,12503.169922,12594.540039,12453.209961,12582.769531,12582.769531,4758170000
2020-12-09,12591.690430,12607.139648,12290.780273,12338.950195,12338.950195,5131720000
2020-12-10,12247.549805,12431.559570,12214.740234,12405.809570,12405.809570,4470060000
2020-12-11,12336.790039,12383.500000,12246.769531,12377.870117,12377.870117,4268140000
2020-12-14,12447.440430,12543.000000,12432.709961,12440.040039,12440.040039,4458140000
2020-12-15,12543.259766,12596.129883,12465.419922,12595.059570,12595.059570,4377950000
2020-12-16,12611.040039,12687.320313,12566.379883,12658.190430,12658.190430,4561600000
2020-12-17,12730.780273,12765.250000,12696.349609,12764.750000,12764.750000,4994090000
2020-12-18,12804.929688,12809.599609,12654.599609,12755.639648,12755.639648,7088670000
2020-12-21,12596.139648,12751.269531,12525.219727,12742.519531,12742.519531,5156470000
2020-12-22,12785.219727,12840.570313,12695.309570,12807.919922,12807.919922,5700760000
2020-12-23,12834.940430,12841.919922,12758.669922,12771.110352,12771.110352,7028650000
2020-12-24,12791.540039,12833.549805,12767.639648,12804.730469,12804.730469,3305950000
2020-12-28,12914.639648,12930.889648,12827.450195,12899.419922,12899.419922,5076340000
2020-12-29,12965.389648,12973.330078,12821.959961,12850.219727,12850.219727,4680780000
2020-12-30,12906.509766,12924.929688,12857.759766,12870.000000,12870.000000,5292210000
2020-12-31,12877.089844,12902.070313,12821.230469,12888.280273,12888.280273,4771390000
2021-01-04,12958.519531,12958.719727,12543.240234,12698.450195,12698.450195,6546740000
2021-01-05,12665.650391,12828.269531,12665.650391,12818.959961,12818.959961,6904420000
2021-01-06,12666.150391,12909.629883,12649.990234,12740.790039,12740.790039,7648340000
2021-01-07,12867.339844,13090.910156,12867.339844,13067.480469,13067.480469,6777010000
2021-01-08,13160.219727,13208.089844,13036.549805,13201.980469,13201.980469,7223660000
2021-01-11,13048.780273,13138.269531,12999.509766,13036.429688,13036.429688,6876420000
2021-01-12,13062.059570,13105.040039,12963.919922,13072.429688,13072.429688,7181380000
2021-01-13,13088.009766,13171.150391,13051.059570,13128.950195,13128.950195,7072920000
2021-01-14,13174.750000,13220.160156,13098.410156,13112.639648,13112.639648,6671090000
2021-01-15,13099.900391,13139.830078,12949.759766,12998.500000,12998.500000,6402970000
2021-01-19,13132.730469,13206.860352,13078.700195,13197.179688,13197.179688,6229100000
2021-01-20,13342.549805,13486.129883,13329.769531,13457.250000,13457.250000,6771630000
2021-01-21,13521.480469,13560.349609,13454.070313,13530.910156,13530.910156,7183390000
2021-01-22,13474.809570,13567.139648,13463.660156,13543.059570,13543.059570,5931240000
2021-01-25,13681.209961,13728.980469,13368.679688,13635.990234,13635.990234,7139410000
2021-01-26,13681.719727,13702.690430,13603.190430,13626.059570,13626.059570,6781460000
2021-01-27,13486.580078,13538.419922,13192.910156,13270.599609,13270.599609,11102160000
2021-01-28,13323.290039,13507.639648,13316.519531,13337.160156,13337.160156,9823150000
2021-01-29,13284.719727,13322.000000,12985.049805,13070.690430,13070.690430,7809670000
2021-02-01,13226.179688,13431.459961,13132.469727,13403.389648,13403.389648,7014220000
2021-02-02,13543.099609,13652.700195,13535.860352,13612.780273,13612.780273,7240220000
2021-02-03,13718.309570,13723.830078,13585.339844,13610.540039,13610.540039,7465240000
2021-02-04,13674.059570,13778.419922,13631.620117,13777.740234,13777.740234,7218680000
2021-02-05,13824.879883,13878.160156,13761.660156,13856.299805,13856.299805,6697720000
2021-02-08,13937.059570,13987.740234,13894.150391,13987.639648,13987.639648,8439940000
2021-02-09,13966.820313,14044.950195,13966.549805,14007.700195,14007.700195,8658980000
2021-02-10,14093.349609,14109.120117,13845.469727,13972.530273,13972.530273,10165550000
2021-02-11,14045.209961,14058.910156,13916.849609,14025.769531,14025.769531,10000200000
2021-02-12,13979.209961,14102.040039,13937.709961,14095.469727,14095.469727,7352960000
2021-02-16,14152.209961,14175.120117,13995.450195,14047.500000,14047.500000,7646300000
2021-02-17,13911.650391,13976.429688,13804.259766,13965.490234,13965.490234,7227140000
2021-02-18,13814.669922,13905.959961,13714.349609,13865.360352,13865.360352,6454280000
2021-02-19,13929.200195,13985.580078,13842.599609,13874.459961,13874.459961,6686060000
2021-02-22,13714.200195,13757.059570,13530.959961,13533.049805,13533.049805,6435100000
2021-02-23,13262.610352,13526.089844,13003.980469,13465.200195,13465.200195,7482840000
2021-02-24,13400.250000,13607.360352,13286.589844,13597.969727,13597.969727,5793430000
2021-02-25,13512.639648,13602.860352,13066.379883,13119.429688,13119.429688,6335240000
2021-02-26,13232.900391,13368.059570,13024.530273,13192.349609,13192.349609,5883880000
2021-03-01,13406.160156,13596.589844,13362.660156,13588.830078,13588.830078,5047710000
2021-03-02,13599.450195,13601.330078,13352.000000,13358.790039,13358.790039,4920320000
2021-03-03,13336.250000,13372.519531,12995.070313,12997.750000,12997.750000,5493960000
2021-03-04,12953.990234,13068.709961,12553.959961,12723.469727,12723.469727,7799710000
2021-03-05,12860.040039,12941.209961,12397.049805,12920.150391,12920.150391,7696900000
2021-03-08,12904.259766,13001.000000,12599.230469,12609.160156,12609.160156,5971260000
2021-03-09,12923.070313,13151.540039,12882.490234,13073.820313,13073.820313,6294910000
2021-03-10,13234.730469,13277.110352,13035.440430,13068.830078,13068.830078,5991730000
2021-03-11,13273.309570,13433.620117,13246.330078,13398.669922,13398.669922,5956260000
2021-03-12,13222.809570,13324.690430,13158.719727,13319.860352,13319.860352,5472340000
2021-03-15,13323.469727,13460.349609,13272.500000,13459.709961,13459.709961,5933440000
2021-03-16,13523.169922,13620.709961,13397.080078,13471.570313,13471.570313,5463770000
2021-03-17,13336.910156,13595.000000,13272.690430,13525.200195,13525.200195,5465500000
2021-03-18,13349.200195,13384.459961,13101.919922,13116.169922,13116.169922,5699900000
2021-03-19,13119.900391,13252.370117,13039.450195,13215.240234,13215.240234,7591530000
2021-03-22,13278.780273,13455.639648,13278.780273,13377.540039,13377.540039,5302770000
2021-03-23,13381.429688,13405.150391,13202.429688,13227.700195,13227.700195,5607860000
2021-03-24,13289.240234,13292.919922,12961.349609,12961.889648,12961.889648,6184470000
2021-03-25,12844.580078,13021.860352,12786.809570,12977.679688,12977.679688,5608640000
2021-03-26,12996.030273,13149.549805,12878.719727,13138.730469,13138.730469,5195330000
2021-03-29,13103.969727,13143.410156,12968.160156,13059.650391,13059.650391,4934000000
2021-03-30,13008.799805,13075.750000,12922.570313,13045.389648,13045.389648,4685320000
2021-03-31,13122.570313,13325.540039,13118.379883,13246.870117,13246.870117,4980670000
2021-04-01,13414.320313,13487.080078,13404.179688,13480.110352,13480.110352,4553470000
2021-04-05,13594.900391,13720.580078,13582.759766,13705.589844,13705.589844,4439970000
2021-04-06,13681.669922,13776.709961,13674.280273,13698.379883,13698.379883,4038510000
2021-04-07,13675.299805,13733.030273,13653.589844,13688.839844,13688.839844,4078990000
2021-04-08,13796.889648,13830.139648,13758.709961,13829.309570,13829.309570,4133640000
2021-04-09,13787.019531,13905.410156,13748.349609,13900.190430,13900.190430,3906460000
2021-04-12,13854.440430,13877.000000,13783.950195,13850.000000,13850.000000,4230160000
2021-04-13,13902.450195,14011.509766,13902.450195,13996.099609,13996.099609,4200290000
2021-04-14,14004.080078,14033.629883,13839.040039,13857.839844,13857.839844,4102380000
2021-04-15,13983.230469,14049.129883,13970.419922,14038.759766,14038.759766,4382620000
2021-04-16,14059.110352,14062.500000,13977.049805,14052.339844,14052.339844,4414640000
2021-04-19,13984.580078,14041.790039,13842.570313,13914.769531,13914.769531,4349340000
2021-04-20,13894.459961,13927.669922,13698.669922,13786.269531,13786.269531,4229410000
2021-04-21,13745.769531,13951.349609,13706.860352,13950.219727,13950.219727,3967090000
2021-04-22,13952.570313,14015.870117,13771.040039,13818.410156,13818.410156,4397030000
2021-04-23,13861.370117,14062.740234,13856.830078,14016.809570,14016.809570,4332500000
2021-04-26,14052.379883,14154.030273,14019.500000,14138.780273,14138.780273,4479480000
2021-04-27,14170.910156,14171.240234,14064.280273,14090.219727,14090.219727,4665430000
2021-04-28,14082.780273,14133.650391,14034.700195,14051.030273,14051.030273,4532050000
2021-04-29,14204.509766,14211.570313,13952.799805,14082.549805,14082.549805,4854340000
2021-04-30,13970.730469,14084.759766,13941.629883,13962.679688,13962.679688,4762770000
2021-05-03,14031.769531,14042.120117,13881.509766,13895.120117,13895.120117,4718850000
2021-05-04,13774.509766,13795.570313,13485.589844,13633.500000,13633.500000,5852850000
2021-05-05,13731.129883,13753.049805,13553.929688,13582.419922,13582.419922,4517100000
2021-05-06,13557.830078,13635.730469,13439.389648,13632.839844,13632.839844,5000710000
2021-05-07,13723.089844,13828.620117,13690.750000,13752.240234,13752.240234,4376800000
2021-05-10,13687.589844,13687.929688,13401.740234,13401.860352,13401.860352,4795690000
2021-05-11,13115.849609,13423.309570,13107.669922,13389.429688,13389.429688,4719720000
2021-05-12,13215.490234,13288.610352,13002.540039,13031.679688,13031.679688,4730740000
2021-05-13,13150.940430,13247.870117,13007.240234,13124.990234,13124.990234,4681530000
2021-05-14,13255.650391,13460.879883,13242.969727,13429.980469,13429.980469,4008110000
2021-05-17,13368.799805,13399.169922,13265.400391,13379.049805,13379.049805,3980630000
2021-05-18,13416.900391,13485.339844,13299.929688,13303.639648,13303.639648,4283680000
2021-05-19,13078.190430,13304.610352,13072.230469,13299.740234,13299.740234,4314980000
2021-05-20,13356.629883,13563.519531,13355.709961,13535.740234,13535.740234,3972730000
2021-05-21,13616.190430,13616.580078,13463.259766,13470.990234,13470.990234,3704590000
2021-05-24,13557.209961,13708.849609,13551.009766,13661.169922,13661.169922,3490650000
2021-05-25,13721.540039,13751.139648,13631.799805,13657.169922,13657.169922,4084480000
2021-05-26,13693.940430,13750.160156,13679.589844,13738.000000,13738.000000,4231140000
2021-05-27,13742.589844,13776.519531,13701.629883,13736.280273,13736.280273,5057550000
2021-05-28,13792.049805,13820.870117,13747.610352,13748.740234,13748.740234,4435220000
2021-06-01,13829.059570,13836.169922,13678.769531,13736.480469,13736.480469,4155670000
2021-06-02,13743.240234,13775.889648,13689.740234,13756.330078,13756.330078,5059810000
2021-06-03,13655.750000,13684.129883,13548.929688,13614.509766,13614.509766,5367460000
2021-06-04,13697.250000,13826.820313,13692.009766,13814.490234,13814.490234,4341800000
2021-06-07,13802.820313,13889.110352,13784.889648,13881.719727,13881.719727,4602940000
2021-06-08,13946.320313,13981.719727,13831.980469,13924.910156,13924.910156,5894140000
2021-06-09,13980.230469,14003.500000,13906.450195,13911.750000,13911.750000,5607720000
2021-06-10,13933.879883,14031.190430,13904.400391,14020.330078,14020.330078,4889500000
2021-06-11,14030.849609,14069.419922,14006.589844,14069.419922,14069.419922,4140190000
2021-06-14,14083.469727,14175.450195,14056.669922,14174.139648,14174.139648,4394380000
2021-06-15,14166.639648,14171.019531,14052.160156,14072.860352,14072.860352,4517770000
2021-06-16,14085.549805,14129.690430,13903.730469,14039.679688,14039.679688,4632480000
2021-06-17,13999.129883,14196.209961,13998.929688,14161.349609,14161.349609,4526780000
2021-06-18,14096.929688,14129.219727,14009.040039,14030.379883,14030.379883,6105960000
2021-06-21,14047.419922,14150.780273,13960.040039,14141.480469,14141.480469,4523120000
2021-06-22,14138.290039,14269.769531,14121.000000,14253.269531,14253.269531,4405260000
2021-06-23,14263.379883,14317.660156,14246.299805,14271.730469,14271.730469,4394600000
2021-06-24,14357.269531,14414.459961,14333.700195,14369.709961,14369.709961,4297280000
2021-06-25,14400.809570,14409.080078,14337.650391,14360.389648,14360.389648,7436800000
2021-06-28,14417.809570,14505.190430,14417.200195,14500.509766,14500.509766,4235620000
2021-06-29,14509.190430,14535.969727,14471.379883,14528.330078,14528.330078,4842860000
2021-06-30,14509.849609,14526.809570,14478.059570,14503.950195,14503.950195,5264790000
2021-07-01,14493.690430,14533.549805,14439.400391,14522.379883,14522.379883,4371620000
2021-07-02,14582.980469,14649.110352,14555.339844,14639.330078,14639.330078,3731730000
2021-07-06,14661.549805,14687.000000,14529.799805,14663.639648,14663.639648,4464780000
2021-07-07,14753.410156,14755.330078,14580.790039,14665.059570,14665.059570,4582030000
2021-07-08,14409.200195,14610.059570,14371.589844,14559.780273,14559.780273,4550600000
2021-07-09,14578.429688,14710.200195,14552.259766,14701.919922,14701.919922,3809040000
2021-07-12,14743.860352,14761.080078,14672.629883,14733.240234,14733.240234,3864500000
2021-07-13,14715.129883,14803.679688,14660.190430,14677.650391,14677.650391,4553380000
2021-07-14,14780.900391,14790.549805,14632.950195,14644.950195,14644.950195,4461730000
2021-07-15,14635.780273,14650.370117,14451.799805,14543.129883,14543.129883,4493540000
2021-07-16,14597.509766,14623.019531,14413.320313,14427.240234,14427.240234,4048940000
2021-07-19,14235.980469,14313.599609,14178.660156,14274.980469,14274.980469,4507040000
2021-07-20,14330.459961,14555.750000,14271.230469,14498.879883,14498.879883,4618980000
2021-07-21,14508.750000,14633.139648,14498.650391,14631.950195,14631.950195,4075150000
2021-07-22,14652.719727,14694.190430,14617.870117,14684.599609,14684.599609,3574560000
2021-07-23,14753.059570,14846.059570,14698.769531,14836.990234,14836.990234,3959410000
2021-07-26,14821.030273,14863.650391,14790.490234,14840.709961,14840.709961,4409960000
2021-07-27,14807.950195,14811.080078,14503.759766,14660.580078,14660.580078,4300000000
2021-07-28,14715.660156,14798.879883,14645.629883,14762.580078,14762.580078,4235390000
2021-07-29,14771.169922,14833.740234,14761.379883,14778.259766,14778.259766,3904590000
2021-07-30,14615.849609,14728.780273,14615.849609,14672.679688,14672.679688,3628750000
2021-08-02,14758.599609,14770.410156,14665.669922,14681.070313,14681.070313,3738200000
2021-08-03,14713.990234,14762.599609,14584.089844,14761.290039,14761.290039,4117520000
2021-08-04,14747.209961,14812.370117,14734.120117,14780.530273,14780.530273,4319400000
2021-08-05,14794.080078,14896.469727,14776.030273,14895.120117,14895.120117,4087320000
2021-08-06,14864.219727,14890.179688,14788.589844,14835.759766,14835.759766,4159050000
2021-08-09,14855.759766,14883.809570,14802.690430,14860.179688,14860.179688,4095760000
2021-08-10,14887.750000,14894.610352,14754.480469,14788.089844,14788.089844,3978790000
2021-08-11,14834.379883,14842.500000,14692.410156,14765.139648,14765.139648,3980530000
2021-08-12,14751.360352,14824.309570,14698.940430,14816.259766,14816.259766,4020260000
2021-08-13,14825.070313,14850.610352,14797.219727,14822.900391,14822.900391,4038130000
2021-08-16,14771.530273,14794.679688,14610.019531,14793.759766,14793.759766,3953840000
2021-08-17,14670.559570,14716.950195,14550.879883,14656.179688,14656.179688,4151190000
2021-08-18,14636.240234,14697.250000,14516.299805,14525.910156,14525.910156,3814120000
2021-08-19,14423.160156,14610.759766,14423.160156,14541.790039,14541.790039,4172870000
2021-08-20,14571.530273,14722.160156,14571.530273,14714.660156,14714.660156,3864780000
2021-08-23,14776.980469,14963.469727,14776.980469,14942.650391,14942.650391,3893990000
2021-08-24,14978.139648,15034.889648,14965.540039,15019.799805,15019.799805,3792870000
2021-08-25,15039.030273,15059.429688,15011.580078,15041.860352,15041.860352,3629990000
2021-08-26,15025.169922,15059.629883,14939.559570,14945.809570,14945.809570,3610970000
2021-08-27,14969.769531,15144.480469,14966.519531,15129.500000,15129.500000,4006310000
2021-08-30,15165.940430,15288.080078,15165.120117,15265.889648,15265.889648,4034110000
2021-08-31,15262.879883,15278.959961,15202.669922,15259.240234,15259.240234,4170170000
2021-09-01,15308.980469,15379.500000,15302.110352,15309.379883,15309.379883,4248030000
2021-09-02,15358.469727,15380.070313,15285.349609,15331.179688,15331.179688,4018120000
2021-09-03,15313.410156,15375.559570,15283.669922,15363.519531,15363.519531,3692170000
2021-09-07,15375.980469,15403.440430,15343.280273,15374.330078,15374.330078,3967040000
2021-09-08,15360.349609,15360.349609,15206.610352,15286.639648,15286.639648,4113530000
2021-09-09,15296.059570,15352.379883,15245.169922,15248.250000,15248.250000,3997250000
2021-09-10,15332.919922,15349.469727,15111.309570,15115.490234,15115.490234,4567980000
2021-09-13,15211.429688,15215.440430,15030.849609,15105.580078,15105.580078,4701190000
2021-09-14,15168.450195,15181.190430,15008.299805,15037.759766,15037.759766,4571950000
2021-09-15,15071.339844,15174.379883,14984.679688,15161.530273,15161.530273,4446270000
2021-09-16,15120.089844,15205.500000,15047.139648,15181.919922,15181.919922,3681700000
2021-09-17,15163.360352,15166.559570,14998.730469,15043.969727,15043.969727,6682650000
2021-09-20,14758.139648,14841.820313,14530.070313,14713.900391,14713.900391,4860630000
2021-09-21,14803.360352,14847.030273,14696.469727,14746.400391,14746.400391,4056340000
2021-09-22,14800.589844,14950.120117,14767.009766,14896.849609,14896.849609,4229870000
2021-09-23,14960.000000,15085.440430,14932.509766,15052.240234,15052.240234,4176520000
2021-09-24,14961.610352,15067.559570,14946.570313,15047.700195,15047.700195,3972140000
2021-09-27,14954.179688,15003.160156,14864.959961,14969.969727,14969.969727,4619450000
2021-09-28,14787.209961,14817.740234,14539.879883,14546.679688,14546.679688,4954270000
2021-09-29,14614.879883,14676.620117,14493.669922,14512.440430,14512.440430,5246170000
2021-09-30,14582.599609,14632.360352,14444.299805,14448.580078,14448.580078,5910550000
2021-10-01,14494.929688,14606.820313,14324.009766,14566.700195,14566.700195,4688550000
2021-10-04,14493.120117,14499.740234,14181.690430,14255.480469,14255.480469,4539650000
2021-10-05,14312.860352,14508.650391,14299.780273,14433.830078,14433.830078,4143190000
2021-10-06,14289.450195,14509.549805,14259.070313,14501.910156,14501.910156,4443760000
2021-10-07,14631.799805,14755.719727,14615.139648,14654.019531,14654.019531,3936210000
2021-10-08,14694.719727,14699.910156,14569.679688,14579.540039,14579.540039,3557630000
2021-10-11,14540.080078,14665.990234,14482.620117,14486.200195,14486.200195,3522230000
2021-10-12,14539.089844,14552.709961,14441.599609,14465.919922,14465.919922,4037030000
2021-10-13,14537.169922,14589.280273,14471.879883,14571.639648,14571.639648,4032440000
2021-10-14,14717.500000,14827.559570,14699.519531,14823.429688,14823.429688,4240520000
2021-10-15,14891.240234,14904.980469,14847.959961,14897.339844,14897.339844,4473930000
2021-10-18,14839.740234,15026.679688,14833.280273,15021.809570,15021.809570,4142540000
2021-10-19,15073.129883,15137.849609,15049.730469,15129.089844,15129.089844,4443000000
2021-10-20,15160.000000,15178.389648,15071.150391,15121.679688,15121.679688,4086590000
2021-10-21,15104.799805,15222.250000,15094.139648,15215.700195,15215.700195,4880390000
2021-10-22,15158.070313,15193.009766,15021.019531,15090.200195,15090.200195,5719760000
2021-10-25,15142.919922,15259.629883,15070.750000,15226.709961,15226.709961,5677320000
2021-10-26,15317.500000,15384.000000,15198.230469,15235.709961,15235.709961,7035470000
2021-10-27,15276.000000,15364.540039,15235.839844,15235.839844,15235.839844,6083210000
2021-10-28,15304.740234,15452.299805,15290.309570,15448.120117,15448.120117,5660240000
2021-10-29,15323.290039,15504.120117,15323.290039,15498.389648,15498.389648,5310370000
2021-11-01,15541.259766,15598.950195,15470.820313,15595.919922,15595.919922,5239250000
2021-11-02,15583.980469,15656.599609,15569.269531,15649.599609,15649.599609,5118540000
2021-11-03,15658.519531,15821.570313,15616.440430,15811.580078,15811.580078,5274520000
2021-11-04,15849.740234,15966.089844,15827.660156,15940.309570,15940.309570,5252570000
2021-11-05,16003.559570,16053.389648,15900.780273,15971.589844,15971.589844,5534130000
2021-11-08,15995.719727,16038.230469,15961.809570,15982.360352,15982.360352,5620280000
2021-11-09,16024.129883,16035.209961,15836.679688,15886.540039,15886.540039,5531330000
2021-11-10,15753.839844,15867.240234,15543.679688,15622.709961,15622.709961,5336480000
2021-11-11,15752.080078,15768.030273,15695.769531,15704.280273,15704.280273,4520600000
2021-11-12,15752.620117,15874.570313,15705.379883,15860.959961,15860.959961,5412870000
2021-11-15,15894.820313,15918.450195,15778.309570,15853.849609,15853.849609,4978040000
2021-11-16,15840.320313,15989.610352,15825.000000,15973.860352,15973.860352,5441150000
2021-11-17,15973.620117,15998.570313,15909.389648,15921.570313,15921.570313,5024540000
2021-11-18,15973.389648,16010.879883,15848.830078,15993.709961,15993.709961,5361690000
2021-11-19,16042.160156,16121.120117,16017.230469,16057.440430,16057.440430,4849160000
2021-11-22,16120.919922,16212.230469,15851.040039,15854.759766,15854.759766,5531070000
2021-11-23,15809.500000,15895.860352,15601.459961,15775.139648,15775.139648,5412610000
2021-11-24,15677.879883,15848.559570,15591.360352,15845.230469,15845.230469,4178630000
2021-11-26,15664.379883,15731.540039,15456.089844,15491.660156,15491.660156,3502030000
2021-11-29,15719.419922,15833.110352,15644.610352,15782.830078,15782.830078,4800570000
2021-11-30,15716.500000,15828.200195,15451.389648,15537.690430,15537.690430,6609380000
2021-12-01,15752.269531,15816.820313,15243.929688,15254.049805,15254.049805,6266020000
2021-12-02,15181.820313,15444.540039,15150.120117,15381.320313,15381.320313,5390100000
2021-12-03,15428.709961,15470.360352,14931.059570,15085.469727,15085.469727,5859520000
